key,enValue,enValid,frValue,frValid
legend.item.symbologyStack.description,A collection of image-label pairings making up a layer's symbology stack,1,Ensemble de paires image-étiquette constituant la pile de symboles d'une couche,1
legend.item.symbologyStack.add,Add symbol,1,Ajouter un symbole,1
legend.item.symbologyStack.remove,Remove symbol,1,Supprimer le symbole,1
legend.item.symbologyStack.singular,Symbol,1,,0
legend.item.symbol.image.title,Image,1,Image,1
legend.item.symbol.image.description,Either a data URL or a URL to a source that supports CORS headers,1,"Soit une URL de données, soit une URL vers une source qui prend en charge les en-têtes CORS.",1
legend.item.symbol.text.title,Text,1,Texte,1
legend.item.symbol.text.description,Description of a layer feature,1,Description d'un élément de la couche,1
legend.item.symbol.sqlQuery.title,SQL Query,1,Requête SQL,1
legend.item.symbol.sqlQuery.description,An SQL where clause by which the map and datatable attributes can be filtered. All the query results for the symbology stack should cover all attributes for that layer.,1,Une clause SQL where permettant de filtrer les attributs de la carte et de la table de données. Tous les résultats de la requête pour la pile de symbologie doivent couvrir tous les attributs de cette couche.,1
mapnav.title,Mapnav,1,Mapnav,1
mapnav.description,Provides configuration to the mapnav fixture,1,Fournit la configuration de l'appareil mapnav,1
mapnav.zoomOption.title,Zoom Option,1,Option de zoom,1
mapnav.zoomOption.description,Specifies between zoom buttons or zoom sliders. The default is buttons. Currently not supported.,1,"Indique s'il s'agit d'un bouton ou d'un curseur de zoom. La valeur par défaut est celle des boutons. Actuellement, cette option n'est pas prise en charge.",1
mapnav.zoomOption.all,All,1,,0
mapnav.zoomOption.buttons,Buttons,1,Boutons,1
mapnav.zoomOption.slider,Slider,1,Curseur,1
mapnav.items.title,Items,1,,0
mapnav.items.description,"Map navigation buttons to be displayed on the mapnav. These will be displayed in addition to the zoom buttons, which are always visible.",1,"Boutons de navigation de la carte à afficher sur la mapnav. Ils seront affichés en plus des boutons de zoom, qui sont toujours visibles.",1
mapnav.item.home,Home,1,,0
mapnav.item.fullscreen,Fullscreen,1,,0
mapnav.item.geolocator,Geolocator,1,Géolocateur,1
mapnav.item.help,Help,1,,0
mapnav.item.basemap,Basemap,1,Carte de base,1
mapnav.item.geosearch,Geosearch,1,,0
mapnav.item.legend,Legend,1,Légende,1
metadata.title,Metadata,1,Métadonnées,1
metadata.description,Provides configuration to the metadata fixture,1,Fournit la configuration de la fixation des métadonnées,1
northArrow.title,North Arrow,1,Flèche Nord,1
northArrow.description,Provides configuration to the north arrow fixture,1,Permet de configurer le dispositif de la flèche du nord,1
northArrow.arrowIcon.title,Arrow Icon,1,Icône de flèche,1
northArrow.arrowIcon.description,The graphical icon url/data url of the north arrow,1,L'icône graphique url/data url de la flèche nord,1
northArrow.poleIcon.title,Pole Icon,1,Icône de pôle,1
northArrow.poleIcon.description,The graphical icon url/data url of the north pole that replaces the north arrow when it's on the north pole,1,L'icône graphique url/data url du pôle nord qui remplace la flèche du nord lorsqu'elle se trouve sur le pôle nord.,1
overviewMap.title,Overview Map,1,Carte d'ensemble,1
overviewMap.description,Provides configuration to the overview map fixture,1,,0
overviewMap.expandFactor.title,Expand Factor,1,Facteur d'expansion,1
overviewMap.expandFactor.description,The ratio of the overview map's extent size compared to the main map's extent size,1,Le rapport entre la taille de l'étendue de la carte d'ensemble et la taille de l'étendue de la carte principale,1
overviewMap.borderColour.title,Border Colour,1,Couleur de la bordure,1
overviewMap.borderColour.description,The hex code representing the area rectangle border colour,1,Code hexagonal représentant la couleur de la bordure du rectangle de la zone.,1
overviewMap.borderWidth.title,Border Width,1,Largeur de la frontière,1
overviewMap.borderWidth.description,The pixel width of the area rectangle border,1,Largeur en pixels de la bordure du rectangle de la zone,1
overviewMap.areaColour.title,Area Colour,1,Zone Couleur,1
overviewMap.areaColour.description,The hex code representing the area rectangle background colour,1,Code hexagonal représentant la couleur d'arrière-plan du rectangle de la zone,1
overviewMap.areaOpacity.title,Area Opacity,1,Opacité de la zone,1
overviewMap.areaOpacity.description,The opacity value of the area rectangle. Accepts decimal values between 0 and 1.,1,Valeur d'opacité du rectangle de la zone. Accepte des valeurs décimales comprises entre 0 et 1.,1
overviewMap.startMinimized.title,Start Minimized,1,Démarrage Minimisé,1
overviewMap.startMinimized.description,Specifies if the overview map is minimized on startup,1,Spécifie si la carte d'ensemble est réduite au démarrage.,1
scrollguard.title,Scrollguard,1,Garde-chiourme,1
scrollguard.description,Provides configuration to the scrollguard fixture,1,Permet de configurer l'appareil de contrôle du défilement.,1
scrollguard.enabled.title,Enabled,1,,0
scrollguard.enabled.description,Specifies if the scrollguard is enabled on startup,1,Spécifie si le scrollguard est activé au démarrage,1
settings.title,Settings,1,Paramètres,1
settings.description,Provides configuration to the settings fixture,1,Permet de configurer le dispositif de réglage,1
wizard.title,Wizard,1,Assistant,1
wizard.description,Provides configuration to the wizard fixture,1,Fournit la configuration de la fixation de l'assistant,1
